text,size
love,17
cxxxjktv,17
pic,17
sosa,17
remix,9
twitter,5
prime,3
app,3
prove,3
lrqvk,3
skills,3
candidate,3
ipad,3
president,3
pr,2
su,2
campaign,2
#,1
#obama,0
