text,size
republicans,379
predicting,200
lead,171
mittromney,113
landslide,113
bit,100
rceaxj,100
obama,68
work,67
#theblaze,44
#romneyryan,31
ly,22
sj,22
#obama,19
#election,17
romney,12
pass,9
war,9
#forward,8
sse,5
pic,5
twitter,5
create,5
drag,5
results,5
footage,5
iraq,5
elected,5
reform,5
watched,5
piece,5
care,5
drop,5
balloons,5
bush,5
sounds,5
term,5
passed,5
nuclear,5
win,5
bgxc,5
sucks,5
start,5
health,5
tragedy,5
ended,5
president,5
tw,4
wins,4
like,4
vp,4
gu,4
