text,size
election,7
voted,5
watching,5
men,5
hands,2
twt,2
barackobama,2
win,2
#election,1
#australiansupport,1
#voteobama,1
cares,1
blog,1
tweets,1
ana,1
bizjournals,1
woo,1
celebs,1
results,1
stlouis,1
