text,size
mccartney,165
gzpyg,129
youtu,129
paul,111
barackobama,59
pfbe,39
sends,39
support,39
thedemocrats,21
pic,9
twitter,9
#romney,6
#election,6
country,4
boss,4
obama,4
american,4
fighting,4
amazing,4
barack,4
leave,4
lived,4
bittersweet,4
day,4
handle,4
unnjloop,4
friends,4
elected,4
fxbfw,4
dream,4
hug,4
fb,3
