text,size
romney,140
obama,127
ignore,127
win,37
election,10
bronco,10
mitt,10
bamma,10
#romney,6
#obama,6
code,4
nprnews,4
videos,4
video,4
evans,4
newyorker,4
embed,4
day,4
funny,4
elizabeth,4
tired,4
usatoday,4
rightster,4
#election,2
#teamromney,2
