text,size
rights,124
kzbm,102
equal,91
president,36
katyperry,24
twitter,15
pic,14
sang,14
barackobama,14
mtl,8
nails,8
twitpic,8
#obama,8
#forall,5
#vote,5
minx,4
lcdwl,4
sma,4
amazing,4
awareness,4
raise,4
sadly,4
retweet,4
girl,4
cc,3
