text,size
pic,25
twitter,25
barackobama,17
ssmj,11
continue,11
gas,11
prices,11
policy,11
doesn,11
zkt,11
rise,11
comprehensive,11
admits,8
energy,5
#romneyryan,3
fewer,3
taxes,3
years,3
vqlokis,3
jobs,3
jfe,3
produce,3
voters,2
fl,2
policies,2
class,2
outta,2
clear,2
undecided,2
drive,2
choice,2
