text,size
boburnham,5
fcf,5
pic,5
twitter,5
#tcot,3
farted,2
mambo,2
mitt,2
hole,2
number,2
sang,2
bega,2
dying,2
xoxo,2
wut,2
barackobama,2
hey,2
president,2
mr,1
mittromney,1
bo,1
lou,1
fine,1
