text,size
pic,126
twitter,126
xij,60
pkz,42
bit,22
election,18
#romneyryan,12
#election,12
#rtnrny,12
#mittastrophe,9
#tfy,9
#forward,9
#obama,9
bed,8
students,8
sxbael,8
good,8
luz,8
provokes,8
day,8
vote,8
excited,8
photo,8
anxiety,8
hustle,8
upcoming,8
ly,6
voters,4
nyu,4
uu,4
uimzlt,4
#p,4
trans,4
country,4
suffering,4
senjohnmccain,4
talk,4
bengazi,4
