text,size
medicare,70
pic,41
obamacare,23
billion,19
domtr,19
barackobama,19
cuts,19
twitter,17
taxes,12
million,12
raise,12
class,12
americans,9
zuys,6
#romney,4
#obama,4
#cantafford,4
vd,3
hqdk,3
cut,3
