text,size
nations,8
twitter,6
obama,5
#obama,4
#romney,4
pic,4
#lynndebate,4
#romneyryan,4
#nobama,4
#masen,4
prez,3
farted,3
american,3
ruin,3
freed,3
respect,3
beowulf,3
sdm,3
dfaaq,3
beast,3
foreign,3
policy,3
inf,3
learn,3
chief,3
mittromney,3
tweet,3
glad,3
barackobama,2
president,2
brink,2
america,2
commander,2
like,2
mr,2
economy,2
agree,2
dictated,2
#p,2
az,2
acting,2
rs,2
brought,2
lol,2
ws,2
fxn,2
ljowt,2
yvs,2
dictators,2
